evolutionary_commit,merge_commit,left,right,local_node_before,local_node_after,local_refactoring_before,local_refactoring_after,region_conflict_before,region_conflict_after,region_refactoring_before,region_refactoring_after,there_are_refactors_file,there_are_refactors_region_conflict,refactor_type
d717020911a350a5ea3c0a985c57d56c8fcad607,5bd23fde7ab94646190d18d2891532feafad6e2e,d717020911a350a5ea3c0a985c57d56c8fcad607,861bac1d2808b15abb867e761ded8144bf5f7e94,src/Angular.js,src/Angular.js,src/services.js,src/Angular.js,"[388, 405]","[388, 413]",6,401,True,True,EXTRACT_MOVE
85f13d602e31424b2e2d18172872f14a24c31135,5bd23fde7ab94646190d18d2891532feafad6e2e,d717020911a350a5ea3c0a985c57d56c8fcad607,861bac1d2808b15abb867e761ded8144bf5f7e94,src/Angular.js,src/Angular.js,src/angular-bootstrap.js,src/Angular.js,"[388, 388]","[388, 405]",68,401,True,True,EXTRACT_MOVE
11a6431f8926c557f3c58408dacc98466e76cde1,5bd23fde7ab94646190d18d2891532feafad6e2e,d717020911a350a5ea3c0a985c57d56c8fcad607,861bac1d2808b15abb867e761ded8144bf5f7e94,src/Angular.js,src/Angular.js,src/UrlWatcher.js,src/Angular.js,"[299, 303]","[388, 388]",50,34,True,False,MOVE
11a6431f8926c557f3c58408dacc98466e76cde1,5bd23fde7ab94646190d18d2891532feafad6e2e,d717020911a350a5ea3c0a985c57d56c8fcad607,861bac1d2808b15abb867e761ded8144bf5f7e94,src/Angular.js,src/Angular.js,src/UrlWatcher.js,src/Angular.js,"[299, 303]","[388, 388]",6,6,True,False,MOVE
d717020911a350a5ea3c0a985c57d56c8fcad607,5bd23fde7ab94646190d18d2891532feafad6e2e,d717020911a350a5ea3c0a985c57d56c8fcad607,861bac1d2808b15abb867e761ded8144bf5f7e94,src/services.js,src/services.js,src/services.js,src/Angular.js,"[3, 33]","[3, 39]",6,401,True,True,EXTRACT_MOVE
