evolutionary_commit,merge_commit,left,right,local_node_before,local_node_after,local_refactoring_before,local_refactoring_after,region_conflict_before,region_conflict_after,region_refactoring_before,region_refactoring_after,there_are_refactors_file,there_are_refactors_region_conflict,refactor_type
4903b59db7a3835f48d1e1172ae4d0cea74cba4c,45ec9508bdd52c85c30200de529c16d74baa54db,1051a423fe6aa74d984baedcad34d65557318831,4903b59db7a3835f48d1e1172ae4d0cea74cba4c,js/tooltip.js,js/tooltip.js,js/tooltip.js,js/tooltip.js,"[6, 9]","[2, 6]",146,150,True,False,INTERNAL_MOVE
4903b59db7a3835f48d1e1172ae4d0cea74cba4c,45ec9508bdd52c85c30200de529c16d74baa54db,1051a423fe6aa74d984baedcad34d65557318831,4903b59db7a3835f48d1e1172ae4d0cea74cba4c,js/tooltip.js,js/tooltip.js,js/tooltip.js,js/tooltip.js,"[16, 16]","[14, 17]",146,150,True,False,INTERNAL_MOVE
4903b59db7a3835f48d1e1172ae4d0cea74cba4c,45ec9508bdd52c85c30200de529c16d74baa54db,1051a423fe6aa74d984baedcad34d65557318831,4903b59db7a3835f48d1e1172ae4d0cea74cba4c,js/tooltip.js,js/tooltip.js,js/tooltip.js,js/tooltip.js,"[28, 131]","[29, 134]",146,150,True,False,INTERNAL_MOVE
