dd30de3c5af179cc6806201a611596ea1b902070,30284944b11f5f7c8a856389cc92b9f9e721b6a1 fbb268fbce5323e645b151408a84d40084eccdfa
f85ce74a1fd5d1fcaaf5a8ecaf89a842524fa18f,65f1399a44e63e2a704f147adb2833360e4d8028 894ec9f84e65847e439e78fb9f49b1df460c3470
30284944b11f5f7c8a856389cc92b9f9e721b6a1,559d36601dc1ace2ebf20f1dde83af46769fd3fe 65f1399a44e63e2a704f147adb2833360e4d8028
559d36601dc1ace2ebf20f1dde83af46769fd3fe,1fa158c663d3e3a8d6f283161e7f5393f980b8fb d86ffcf06d42e980d1e8ba2ebf9d3bcd39c90c64
d86ffcf06d42e980d1e8ba2ebf9d3bcd39c90c64,a4ec5aafa663f47be2b7f30dfbbc1ba82afc9f33 ab5beaff63ef257ecb1b6721b13b33067b8823ef
f0ef33b45ff5f757759185cd8bb9d6c471971860,abe142ac66d51a8d87e6f079ee04125a0eff6b7e a4ec5aafa663f47be2b7f30dfbbc1ba82afc9f33
1fa158c663d3e3a8d6f283161e7f5393f980b8fb,831f1baa4a99401e848e1414cdc55ba4205df1e3 a4ec5aafa663f47be2b7f30dfbbc1ba82afc9f33
a4ec5aafa663f47be2b7f30dfbbc1ba82afc9f33,984639ba67078312c7c2ceae7fd7fa21182e8e9d 489bc860d2f050a7925e602a6d16c428f2784b40
984639ba67078312c7c2ceae7fd7fa21182e8e9d,9923c1dee9239316ac799fe67f6960cedf5657b8 53f0f4d66d3ff18deee2c70b2920b58216428b9f
9923c1dee9239316ac799fe67f6960cedf5657b8,1b0a4849dfd11a4303ab596eee7e32fa6f95fb0c d8c7060cc849521c72452c8196334fdcf312afc5
d8c7060cc849521c72452c8196334fdcf312afc5,b0335b0a61538d5612dd3e84172d3edf359f0bb1 f784c477f0a41c2552816cdd9329556d994897a0
b0335b0a61538d5612dd3e84172d3edf359f0bb1,a1797ccd4b2bf3d03cede66eb81ef30abe261429 15e1e68cfd826413b7f17ff1b1e6d475c5ea814d
a1797ccd4b2bf3d03cede66eb81ef30abe261429,a1c997bc58d4e0c878423fac60d4bd234cff3d0e 13728380929dc7d663f9ba69f0385789fddb81c3
a1c997bc58d4e0c878423fac60d4bd234cff3d0e,0b9b28d251bce9f94dfc3cf558c86409e12472ad f69f387e1d9676f730206d37c8e2761efb18bf7f
0b9b28d251bce9f94dfc3cf558c86409e12472ad,a79b2fa7616b0557a89055d5284c717325214499 a821cce3901fccaf23218255fac0230d24af2cac
203293db0bfd48f260774d3a5b2302cddc99fa20,2b7ea448c4883d9d7c2229f8117b89ad7cb17f93 4fcad6e4bc00d52effb27ed8e3883793f034d701
2b7ea448c4883d9d7c2229f8117b89ad7cb17f93,c627f1b7d0157fe8887afae1148225da7408514f b694ee68c9872639d5c8b91a50d725b81bd8eac8
c627f1b7d0157fe8887afae1148225da7408514f,4c20afd4b72b84e8a660b6a28b58a31b37b7ead9 f689434f6122ce893825624029c7270d196961f9
831f1baa4a99401e848e1414cdc55ba4205df1e3,dfebed6c2f46a151638fb0d5dd9abf7275159438 4c20afd4b72b84e8a660b6a28b58a31b37b7ead9
4c20afd4b72b84e8a660b6a28b58a31b37b7ead9,8b22ca2ffdadc4703ae30c61f15a55001145612d 27ab98dca4f2fed744df0a5b6f12ff6bcfbf1f25
8b22ca2ffdadc4703ae30c61f15a55001145612d,c06242efd3c40e4e5729bceab752e28256c278c8 5c50c4844f1da983ce7655a85dc90e49e04fe3ee
abe142ac66d51a8d87e6f079ee04125a0eff6b7e,5eff0e5ca77057550bbe4484f8980b83da69ae73 c06242efd3c40e4e5729bceab752e28256c278c8
c06242efd3c40e4e5729bceab752e28256c278c8,f5c10aec7fa64f8e684bd07cc79ea0fffed282b4 c30151d03a986acccc5b01589f562b0dc08ed696
f5c10aec7fa64f8e684bd07cc79ea0fffed282b4,c826fadb9f3332179dc07b3fe1a233689de61cd4 34bd9d9092246238bccc542b27e7888ba78f9597
3a2545b49778cc545edcff42d81066bd52438cf3,ffa17e1205e89d4f058de70f8f547f910d1b9489 097094cd7aff4c1060b53eafa9a0096f830305a9
8798cfbcedfa6ed65498ab4bd42d08746539f455,074e74c6c51a25f1f5d071de0707a2975c8af700 81d71ebb08aa2577530bbe6d00d94456f919ea19
65b82727242fd2e01b7cc7cf15be711f218d3406,ca3f3379cbadb4df1842c3a1d6694f6588b16eec b2ffed891b3ebcd53b2ddc3bbb1ca389e28cba38
ffa17e1205e89d4f058de70f8f547f910d1b9489,59e250b186ed88209f49140bdb336393066fdee8 b2ffed891b3ebcd53b2ddc3bbb1ca389e28cba38
15e1e68cfd826413b7f17ff1b1e6d475c5ea814d,167da44211148f36e16ab5944a5e2df3c01cd4e5 7257e1ec3688287e752fabf28e97c914f4a6e0cf
7257e1ec3688287e752fabf28e97c914f4a6e0cf,c18aa40ba62fcbfa22ec2a943ba07056c188b3b3 af5960bc286ed0e09495756d202a7d26aca6c7fc
206cfdf9c6e5c1143dade032fe6b9220dfa3841a,65d7229079f7b2bf25e5855d13837012fc7373b0 c18aa40ba62fcbfa22ec2a943ba07056c188b3b3
c18aa40ba62fcbfa22ec2a943ba07056c188b3b3,b9a7c8be90e2e4bed9299ef6456502401f6afb51 249f33da163f6dc634f5513ec15934e26f5188d9
b9a7c8be90e2e4bed9299ef6456502401f6afb51,29a8fff576ba9fe750e0d8c5f39d9c865d227379 e4ac72a31640c9b5db651131e40a60c0836a0d14
964f040b58710dbb75bb1d8c08a6201c992baa5f,6c4cc5113fda3e5370b11416f3e222c5ab599cd6 44919189ec1daca76bbbf0d998837128f5c49829
6c4cc5113fda3e5370b11416f3e222c5ab599cd6,09a713da18244d4c5fddbed8523106833320a221 06e29fef67253de3d0f0755878ed98b53f5ef9f9
09a713da18244d4c5fddbed8523106833320a221,d3d2a70944764dfb2e8de24dcc02b2f2ca5f840f 3e0239ed0716bd1617538981b65fafc5c74288f7
