3fb83eb6ed29d9269035c1d7d098b91779bcc0c8,RENAME,{Function ninvoke at q.js:1365},{Function nsend at q.js:1366})
3fb83eb6ed29d9269035c1d7d098b91779bcc0c8,RENAME,{Function invoke at q.js:1054},{Function send at q.js:1053})
b7428aa6363e8b906a1a3b0fc7a61375e6fa96ad,EXTRACT,{Function resolve at q.js:697},{Function coerce at q.js:732})
cbf0a2eb6664e5ae74fbd41bb74eeb72cba720c6,EXTRACT,{Function resolve at q.js:658},{Function fulfill at q.js:661})
20d7f7a3fed9981f257aa13acf23158b028967e5,EXTRACT,{Function resolve at q.js:662},{Function isPromiseAlike at q.js:584})
7594adabd32722cbec79908e5472b2df9026b46d,RENAME,{Function promiseSend at q.js:173},{Function promiseDispatch at q.js:173})
7594adabd32722cbec79908e5472b2df9026b46d,RENAME,{Function promiseSend at q.js:272},{Function promiseDispatch at q.js:272})
16c913dbff60c26214a6650bcde7c1bd23325dcc,RENAME,{Function end at q.js:1409},{Function done at q.js:1410})
2e119fb2c6607f256a24e1436a99107ad14c7af7,RENAME,{Function ReturnValue at q.js:198},{Function QReturnValue at q.js:230})
da7cf60950c48c89af507c9d12feb4bc5bb078c0,EXTRACT,{Function ncall at q.js:795},{Function node at q.js:795})
7eb729b896eda852bb1401796ef999dbdebb6081,RENAME,{Function _resolved at lib/q.js:363},{Function _fulfilled at lib/q.js:369})
bd93de156d895976f6dd5a52120eea66c1b0a2b9,RENAME,{Function makePromise at lib/q.js:155},{Function Promise at lib/q.js:155})
f5ca7a117e4bc643f1930d3fd07176fd8424a137,RENAME,{Function Promise at lib/q.js:154},{Function makePromise at lib/q.js:155})
424e0f8c8d5c8974bcaf71d18bf2400abca33f22,RENAME,{Function emit at lib/q.js:173},{Function DUCK at lib/q.js:175})
424e0f8c8d5c8974bcaf71d18bf2400abca33f22,RENAME,{Function emit at lib/q.js:115},{Function DUCK at lib/q.js:117})
