commit,link,qt_file_refactorings_diff,qt_file_refactorings_interface,qt_refactorings_refdiff,qt_other_modifications_interface,type
cd70b7e65b4772c4979e75b8a5bafe9beaddaa43,https://github.com/zhukov/webogram/commit/cd70b7e65b4772c4979e75b8a5bafe9beaddaa43#diff-668b5faf5cafc6dd367892a4bb1e78f866a11bd119d8db658b63d719490596ca,1,17,55,>0,floss
bafd31b146e350bf581761e6d93dd904aa68a0e8,https://github.com/zhukov/webogram/commit/bafd31b146e350bf581761e6d93dd904aa68a0e8#diff-f18220e256023ecaf511e1e512df7cef9f9a32137254101c404caffc971e8cab,1,9,56,>0,floss
f8abf3f32e64d82961ab0d81dbeac6f7290ebf0b,https://github.com/zhukov/webogram/commit/f8abf3f32e64d82961ab0d81dbeac6f7290ebf0b,1,1,1,>0,floss
81712ce31b5406dbf621ad88c8f5f42e23beeadd,https://github.com/zhukov/webogram/commit/81712ce31b5406dbf621ad88c8f5f42e23beeadd#diff-63326be4135b46efa131dfd0d4c8ff609f8500bdfb5f619f4ef32364da07fed5,3,11,4,>0,floss
3a88c3d5157c2b0d33aadec81ba68c772efea731,https://github.com/zhukov/webogram/commit/3a88c3d5157c2b0d33aadec81ba68c772efea731,2,3,4,>0,floss
da10dce320434e48fd8cfed6b1f2baf88ad4e2ed,https://github.com/zhukov/webogram/commit/da10dce320434e48fd8cfed6b1f2baf88ad4e2ed,2,17,4,>0,floss
b49f9d0efd51cb78d70e8b9527d9242569a9400e,https://github.com/zhukov/webogram/commit/b49f9d0efd51cb78d70e8b9527d9242569a9400e,1,6,1,>0,floss
cce8193ebcedbeebade2f3aaf08d2a86ccdc2442,https://github.com/zhukov/webogram/commit/cce8193ebcedbeebade2f3aaf08d2a86ccdc2442,2,73,2,>0,floss
8043b3019a87b2082d641543370e6b1480336c9f,https://github.com/zhukov/webogram/commit/8043b3019a87b2082d641543370e6b1480336c9f#diff-5420db1ef24836dd9f9876e06be4364c8b148993dba2294b1865291d91ba7be0,1,7,22,>0,floss
f1b1e0ea96c12170f7103817588b57ba790e7966,https://github.com/zhukov/webogram/commit/f1b1e0ea96c12170f7103817588b57ba790e7966#diff-2b37520db4a31b72bda6aa17793191ae4e4acf1829fe1149fba7c1db800fa646,1,5,1,>0,floss
