commit,link,qt_file_refactorings_diff,qt_file_refactorings_interface,qt_refactorings_refdiff,qt_other_modifications_interface,type
9702c05eedf110d28883be4a0b8ff76d49bba730,https://github.com/alvarotrigo/fullPage.js/commit/9702c05eedf110d28883be4a0b8ff76d49bba730#diff-005cbd7defc96b92999d17cbdcfe797456d1d8ed7a487c393ff2d74db62fa899,1,2,1,>0,floss
69396e9d7a654403365cfb34727b958765484680,https://github.com/alvarotrigo/fullPage.js/commit/69396e9d7a654403365cfb34727b958765484680,1,4,1,>0,floss
