commit,link,qt_file_refactorings_diff,qt_file_refactorings_interface,qt_refactorings_refdiff,qt_other_modifications_interface,type
08c8767abfa09d9b6e31d49ca960784ff04f22f1,https://github.com/mrdoob/three.js/commit/08c8767abfa09d9b6e31d49ca960784ff04f22f1,2,92,3,>0,floss
e57b7770785c6d013770687bb3ab187854b32076,https://github.com/mrdoob/three.js/commit/e57b7770785c6d013770687bb3ab187854b32076,3,19,3,>0,floss
92d826485ac6d9b6e22c079f922759f257dfd199,https://github.com/mrdoob/three.js/commit/92d826485ac6d9b6e22c079f922759f257dfd199,1,29,1,>0,floss
75beab235898df9df39f9819212cf77822645ece,https://github.com/mrdoob/three.js/commit/75beab235898df9df39f9819212cf77822645ece,1,3,6,>0,floss
00748410ac11496e8126291d00b363fb04cfaf07,https://github.com/mrdoob/three.js/commit/00748410ac11496e8126291d00b363fb04cfaf07,3,3,7,>0,floss
56da80e5677a443381c8fc78ccb9c0aa2bda2c32,https://github.com/mrdoob/three.js/commit/56da80e5677a443381c8fc78ccb9c0aa2bda2c32,1,4,69,>0,floss
503e10ef9eaae2f43460d8c098a5b81e6b206916,https://github.com/mrdoob/three.js/commit/503e10ef9eaae2f43460d8c098a5b81e6b206916,2,9,11,>0,floss
154d6f46913e289de7d71ec79a943d521d8fb970,https://github.com/mrdoob/three.js/commit/154d6f46913e289de7d71ec79a943d521d8fb970,8,10,40,>0,floss
6ff1d1bd7183e9f4ec75075dccb6410a605de3d6,https://github.com/mrdoob/three.js/commit/6ff1d1bd7183e9f4ec75075dccb6410a605de3d6,1,3,1,>0,floss
3b7656a4215dce85c133d7122d51738d5574e545,https://github.com/mrdoob/three.js/commit/3b7656a4215dce85c133d7122d51738d5574e545,2,12,2,>0,floss
7232aa40266d43e0caa128b52793574bf2c89cff,https://github.com/mrdoob/three.js/commit/7232aa40266d43e0caa128b52793574bf2c89cff,40,177,40,>0,floss
bc1f1ec7095d24332c9f80f01ecfb2ef85893709,https://github.com/mrdoob/three.js/commit/bc1f1ec7095d24332c9f80f01ecfb2ef85893709,1,11,1,>0,floss
f738e6a89f809a94e78b1ea178e81cc7e1bbfafe,https://github.com/mrdoob/three.js/commit/f738e6a89f809a94e78b1ea178e81cc7e1bbfafe,2,9,1,>0,floss
0a212486f6e9cb052fd4b0e41a1b2bbd8c0545a6,https://github.com/mrdoob/three.js/commit/0a212486f6e9cb052fd4b0e41a1b2bbd8c0545a6,8,8,21,0,pure
1c8be06133a385ce7f80c3fcc89b392695763b2a,https://github.com/mrdoob/three.js/commit/1c8be06133a385ce7f80c3fcc89b392695763b2a,2,4,2,>0,floss
03e60a147899b042ca01ba60d38cbd9df06540fe,https://github.com/mrdoob/three.js/commit/03e60a147899b042ca01ba60d38cbd9df06540fe,1,1,9,0,pure
5e112c94ee7eebaa11eec558586fcf5eda1ec3f9,https://github.com/mrdoob/three.js/commit/5e112c94ee7eebaa11eec558586fcf5eda1ec3f9,1,1,1,0,pure
f96383799a6ac04b4563148e32c30472eca50685,https://github.com/mrdoob/three.js/commit/f96383799a6ac04b4563148e32c30472eca50685,2,2,3,>0,floss
74fedc22abce56e04336c2348044fd420084fff5,https://github.com/mrdoob/three.js/commit/f96383799a6ac04b4563148e32c30472eca50685,2,2,2,>0,floss
dc390fc70c2d213256de3d283a87f5238f0c742b,https://github.com/mrdoob/three.js/commit/f96383799a6ac04b4563148e32c30472eca50685,2,2,5,>0,floss
328db1569398b5a1ce8fcfa4e7dc7a27204bb63b,https://github.com/mrdoob/three.js/commit/f96383799a6ac04b4563148e32c30472eca50685,2,7,1,>0,floss
fe2533d7007c52bb4962598f3ec21c2ea6a02b6e,https://github.com/mrdoob/three.js/commit/f96383799a6ac04b4563148e32c30472eca50685,3,12,4,>0,floss
