commit,link,qt_file_refactorings_diff,qt_file_refactorings_interface,qt_refactorings_refdiff,qt_other_modifications_interface,type
ac2e861fbe05901b874e3ab49807abab820ef648,https://github.com/facebook/react/commit/ac2e861fbe05901b874e3ab49807abab820ef648#diff-f80a2b79ce2ff2335a2882679382ac7ed3785aeffdb9e55ac16a5454f3cab800,30,140,36,>0,floss
08743b1a8e012c1a36ba99391c6332e462b808b2,https://github.com/facebook/react/commit/08743b1a8e012c1a36ba99391c6332e462b808b2,20,145,20,>0,floss
edc46d7be7ce8fff2b5c21a00eb6741efbb9ef42,https://github.com/facebook/react/commit/edc46d7be7ce8fff2b5c21a00eb6741efbb9ef42,2,23,3,>0,floss
7ab93402a8de30fa7e0e885ff40aae2890b901c7,https://github.com/facebook/react/commit/7ab93402a8de30fa7e0e885ff40aae2890b901c7,1,33,2,>0,floss
7aaef6f41fa0dc0b13554a2e0800a34187a4ddfc,https://github.com/facebook/react/commit/7aaef6f41fa0dc0b13554a2e0800a34187a4ddfc,1,4,1,0,pure
c6de014a9a70d3bff970a3a58df7ac6af28fa51b,https://github.com/facebook/react/commit/c6de014a9a70d3bff970a3a58df7ac6af28fa51b,6,33,6,>0,floss
d09299bf85198305e088ecd353f8b3b21c3d710a,https://github.com/facebook/react/commit/d09299bf85198305e088ecd353f8b3b21c3d710a,3,5,10,>0,floss
61ab40c15c7b1b342bb4907fa88a478052173822,https://github.com/facebook/react/commit/61ab40c15c7b1b342bb4907fa88a478052173822,1,6,1,0,pure
af47c39dbbf195442e9b654e8de0ebadf4102316,https://github.com/facebook/react/commit/af47c39dbbf195442e9b654e8de0ebadf4102316,1,3,2,>0,floss
281616f462866f382c0fead366c7b2b5172a1ce5,https://github.com/facebook/react/commit/281616f462866f382c0fead366c7b2b5172a1ce5,1,5,3,>0,floss
278661715c28b01b9c32b775679e9636baad2b18,https://github.com/facebook/react/commit/278661715c28b01b9c32b775679e9636baad2b18,1,14,1,>0,floss
84292201644143dd3f2aace2753f10caec339840,https://github.com/facebook/react/commit/84292201644143dd3f2aace2753f10caec339840,1,19,1,>0,floss
0b4bfbc98fdf3cf8c11a25ef7d8f8841cbc549d6,https://github.com/facebook/react/commit/0b4bfbc98fdf3cf8c11a25ef7d8f8841cbc549d6,1,3,2,>0,floss
868cf67aa48d9089151c8f00b95d75ca21269d94,https://github.com/facebook/react/commit/868cf67aa48d9089151c8f00b95d75ca21269d94,1,1,1,>0,floss
76e569992b259b9e636ee68dcc7719539f4b9bb8,https://github.com/facebook/react/commit/76e569992b259b9e636ee68dcc7719539f4b9bb8,1,17,1,>0,floss
564a2233685d52fceccfd2f4a515a654ec6f9879,https://github.com/facebook/react/commit/564a2233685d52fceccfd2f4a515a654ec6f9879,1,13,1,>0,floss
16a81feb7270989bfd39b7fb0c395d77421ebf2e,https://github.com/facebook/react/commit/16a81feb7270989bfd39b7fb0c395d77421ebf2e,1,6,1,>0,floss
9f06bc345f78922bbe6f428280311b39a305e324,https://github.com/facebook/react/commit/9f06bc345f78922bbe6f428280311b39a305e324,1,3,5,>0,floss
09b023a6e6f0d9a3eed95d488d6e910f305e4ad8,https://github.com/facebook/react/commit/09b023a6e6f0d9a3eed95d488d6e910f305e4ad8,1,9,1,>0,floss
c6b19cc1416070e341a7a9be2c160a8472b7577b,https://github.com/facebook/react/commit/c6b19cc1416070e341a7a9be2c160a8472b7577b,1,6,1,>0,floss
de1f7831883e8c438ecaaf2918044ce73bd92383,https://github.com/facebook/react/commit/de1f7831883e8c438ecaaf2918044ce73bd92383,1,3,1,>0,floss
4f2d8dfe720aa5061ada4b027848b180a662b068,https://github.com/facebook/react/commit/4f2d8dfe720aa5061ada4b027848b180a662b068,1,3,1,>0,floss
