3917fa0dc5a5cfd7a37f9772271775739d390647,EXTRACT,{Function exports at lib/commands/register.js:21},{Function register at lib/commands/register.js:21})
26503f8ee314d10b87277cf794094baa264a239f,EXTRACT,{Function exports at lib/commands/register.js:21},{Function register at lib/commands/register.js:21})
